,wine_id,seo-name,vintage_id,wine,winery,year,country,region,wine_style,wine_style_description,ratings_average,ratings_number,all_vintage_ratings_average,all_vintage_ratings_count,price,original_price,price_type,grapes,interesting_facts,body_rating,body_description,vivino_type_id,genre,bottle_type,acidity,sweetness,intensity,tannin,fizziness,suggested_food_pairining,flavor_words
1631,2568177,quinta-dos-abibes-sauvignon-blanc-2020,165508240,Quinta dos Abibes Sauvignon Blanc 2020,Quinta dos Abibes,2020,Portugal,Bairrada,Central Portugal White,,4.1,100,4.1,759,12.43,,ppc,,,3.0,Medium-bodied,2.0,White,Bottle (0.75l),3.2275283,1.6118802,3.1759999,,,"Rich fish (salmon, tuna etc), Shellfish, Appetizers and snacks, Lean fish","tropical_fruit, citrus_fruit, earth, tree_fruit, vegetal, oak, dried_fruit, spices, floral, microbio, non_oak"
1632,5816459,ferradosa-vinhas-velhas-branco-2019,162633329,Ferradosa Vinhas Velhas Branco 2019,Ferradosa,2019,Portugal,Douro,Northern Portugal White,"Arguably the most famous white wine from Northern Portugal is Vinho Verde (“Green Wine”) from the Minho region in the far north of the country. The other dominant region in Northern Portugal is Douro, which is home to some fabulous port wines.

Northern Portugal is big Alvarinho country, and the wonderfully crisp, almost effervescent Vinho Verde is most commonly made from this grape.

Northern Portugal is known for cheap, refreshing white wines in the coastal areas, and beautiful ports and red table wines inland in the higher ground.

White wine from this region tends to showcase a lot of citrus and, given the close proximity to the Atlantic Ocean, a lot of minerality. Vinho Verde is known for often having a light carbonation that tends to be added after the fermentation.

Wines from these regions are cheap and often represent excellent value for money! The wines live for seafood and go excellently with some cod, a fresh fish taco or a shrimp salad.",0.0,19,4.2,318,19.36,,ppc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['The good whites from Northern Portugal are considered among the best value in wine.', 'Some other white grapes from these regions are Arinto, Loureiro, and Trajadura.', 'Portugal is currently the 12th largest wine producing country in the world.']",2.0,Light-bodied,2.0,White,Bottle (0.75l),3.7570934,1.6056083,3.292535,,,"Shellfish, Appetizers and snacks, Lean fish, Cured Meat","earth, oak, citrus_fruit, tree_fruit, spices, vegetal, non_oak, tropical_fruit, microbio"
1633,4221932,folha-do-meio-grande-reserva-2017,157558175,Folha do Meio Grande Reserva 2017,Folha do Meio,2017,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.4,47,4.4,340,36.49,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.7696102,1.739795,4.3804717,3.3301437,,"Beef, Pasta, Veal, Poultry","black_fruit, oak, earth, non_oak, red_fruit, spices, floral"
1634,7775198,vinhos-imperfeitos-i-2018,162409301,Vinhos Imperfeitos I 2018,Vinhos Imperfeitos,2018,Portugal,Dão,Portuguese Dão White,,4.7,32,4.7,44,310.0,,ppc,,,3.0,Medium-bodied,2.0,White,Bottle (0.75l),4.276267,1.1814222,2.8771555,,,"Rich fish (salmon, tuna etc), Shellfish, Appetizers and snacks, Lean fish","vegetal, oak"
1635,4004071,rovisco-superior-2015,152318740,Rovisco Garcia Superior 2015,Rovisco Garcia,2015,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.2,39,4.2,104,30.63,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.1481342,1.2378358,4.071791,3.0916417,,"Beef, Pasta, Veal, Poultry","black_fruit, red_fruit, spices, earth, oak"
1636,2327107,aguiar-bafarela-reserva-2021,167431044,Brites Aguiar Bafarela Reserva 2021,Brites Aguiar,2021,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",4.1,206,3.9,10295,7.47,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),2.8964617,2.1457486,4.2139783,3.3041887,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, red_fruit, non_oak, spices, black_fruit, earth, microbio, floral, dried_fruit, citrus_fruit, vegetal"
1637,2012088,lubazim-grande-reserva-2018,167751287,Lubazim Grande Reserva 2018,Lubazim,2018,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",0.0,3,4.2,286,15.16,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),2.801721,1.7998813,4.7804747,3.5070026,,"Beef, Pasta, Lamb, Game (deer, venison)","red_fruit, black_fruit, earth, oak, spices"
1638,76411,quinta-de-lemos-dao-alfrocheiro-preto-2014,7851908,Quinta de Lemos Alfrocheiro Preto 2014,Quinta de Lemos,2014,Portugal,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",4.0,59,4.0,1350,19.0,,ppc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",4.0,Full-bodied,1.0,Dão Red,Bottle (0.75l),3.713663,1.357237,3.8607218,3.5635297,,"Beef, Lamb, Game (deer, venison), Poultry","oak, earth, black_fruit, non_oak, red_fruit, spices, microbio, floral, dried_fruit, vegetal, citrus_fruit"
1639,8030874,ilogico-chardonnay-terras-do-sado-2017,163251627,António Saramago Chardonnay 2017,António Saramago,2017,Portugal,Península de Setúbal,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",4.3,38,4.3,56,32.25,,ppc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.948408,2.0379603,3.9583583,,,"Pasta, Pork, Shellfish, Lean fish","tree_fruit, spices, vegetal, earth, microbio, non_oak, oak"
1640,2534756,convento-do-paraiso-euphoria-tinto-2019,166532456,Convento do Paraíso Euphoria Tinto 2019,Convento do Paraíso,2019,Portugal,Algarve,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.0,66,3.8,908,13.5,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.8957422,1.6727006,3.9936132,2.9546475,,"Beef, Pasta, Veal, Poultry","black_fruit, oak, spices, earth, red_fruit, non_oak, floral, vegetal"
1641,6669014,casa-ermelinda-freitas-terras-do-sado-rosario-selection-2019,163215471,Casa Ermelinda Freitas Rosário Selection 2019,Casa Ermelinda Freitas,2019,Portugal,Península de Setúbal,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.6,172,3.7,976,3.99,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.8872411,2.2984407,3.601903,2.831242,,"Beef, Pasta, Veal, Poultry","oak, red_fruit, black_fruit, non_oak, spices, earth, dried_fruit, vegetal, floral, microbio, tree_fruit"
1642,2392264,amoreira-da-torre-red-blend-2020,168707891,Amoreira da Torre Red Blend 2020,Amoreira da Torre,2020,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.0,26,3.6,473,10.95,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.1919587,1.8734841,4.0029755,3.437077,,"Beef, Pasta, Veal, Poultry","black_fruit, red_fruit, oak, spices, non_oak, dried_fruit, earth, microbio"
1643,1887202,vieira-de-sousa-vintage-port-2016,158288349,Vieira de Sousa Vintage Port 2016,Vieira de Sousa,2016,Portugal,Porto,Vintage Port,,4.2,28,4.1,211,58.0,,ppc,"Touriga Nacional, Touriga Franca, Tinta Roriz",,5.0,Very full-bodied,24.0,Vintage Port,Bottle (0.75l),3.1436841,4.402522,4.4240785,,,"Mature and hard cheese, Blue cheese","red_fruit, oak, black_fruit, earth, non_oak, spices, microbio, dried_fruit, vegetal"
1644,1782961,quinta-das-camelias-touriga-nacional-2016,147373997,Quinta das Camelias Touriga Nacional 2016,Quinta das Camelias,2016,Portugal,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",4.0,93,4.0,547,13.13,,ppc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",4.0,Full-bodied,1.0,Dão Red,Bottle (0.75l),3.615012,1.786054,3.8931732,3.5361595,,"Beef, Lamb, Game (deer, venison), Poultry","earth, black_fruit, red_fruit, floral, spices, non_oak, oak, dried_fruit, vegetal, microbio"
1645,3853769,brejinho-da-costa-comendador-costa-reserva-especial-tinto-2014,141868527,Brejinho da Costa Comendador Costa Reserva Especial Tinto 2014,Brejinho da Costa,2014,Portugal,Península de Setúbal,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.1,71,4.2,161,63.33,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.4368384,1.8731935,4.131161,3.6804514,,"Beef, Pasta, Veal, Poultry","black_fruit, dried_fruit, red_fruit, earth"
1646,8492810,mainova-branco-2021,168901366,Mainova Branco 2021,Mainova,2021,Portugal,Alentejo,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",4.0,195,4.0,570,11.95,,ppc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),3.0125732,2.3299527,3.115754,,,"Pasta, Pork, Shellfish, Lean fish","tree_fruit, citrus_fruit, earth, vegetal, microbio"
1647,8932909,quinta-da-biaia-sevenhundredfifty-metros-de-altitude-arinto-beira-interior-2019,166352707,Quinta da Biaia 750 Metros de Altitude Arinto 2019,Quinta da Biaia,2019,Portugal,Beira Interior,Central Portugal White,,3.8,45,3.8,60,9.48,,ppc,,,3.0,Medium-bodied,2.0,White,Bottle (0.75l),3.4114754,2.048951,3.0581636,,,"Rich fish (salmon, tuna etc), Shellfish, Appetizers and snacks, Lean fish","citrus_fruit, microbio, tree_fruit, earth"
1648,1293373,folha-do-meio-reserva-tinto-2020,169342571,Folha do Meio Reserva Tinto 2020,Folha do Meio,2020,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.2,41,4.1,2131,16.99,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.021176,1.8287151,4.131888,2.9509203,,"Beef, Pasta, Veal, Poultry","oak, black_fruit, red_fruit, spices, earth, non_oak, dried_fruit, microbio"
1649,2045239,ervideira-conde-d-ervideira-private-selection-tinto-2019,161170076,Ervideira Conde d'Ervideira Private Selection Tinto 2019,Ervideira,2019,Portugal,Alentejo,Portuguese Alentejo Red,"The Alentejo region covers approximately a third of Portugal, producing red wines that are easy-drinking and fruit-forward.

Aragonez is the most widely-planted red grape in the region, which produces full-bodied, budget friendly red wines. Castelao, Trincadeira are also widely planted. Frequently, wines from this region are blends of several grapes.

Although traditional Portuguese grape varieties dominate the region, many red wines from Alentejo also incorporate international grape varieties such as Syrah and Cabernet Sauvignon.

The region produces ripe, full bodied and fruit forward wines that are a product of the hot, inland region. The wines are often described as “New World” in style.

Due to the reliable climate, wines from Alentejo combine quality with affordability, offering great bang for the buck. It offers some of the best value and quality for the money of any European wine region.

Wine from this region pairs excellently with hearty, full-bodied dishes.",4.1,125,4.2,1384,39.95,,ppc,"Aragonez, Castelao, Trincadeira","['Aragonez, the most widely planted grape in Alentejo region, is also known as Tempranillo.', 'Vineyard land in Alentejo is among the most expensive in all of Portugal.', 'The region of Alentejo is noted for its extensive cork production.']",4.0,Full-bodied,1.0,Alentejo Red,Bottle (0.75l),2.810535,1.8780298,4.168026,2.9636745,,"Beef, Lamb, Veal, Poultry","oak, black_fruit, earth, red_fruit, non_oak, spices, floral, dried_fruit, microbio, tree_fruit, vegetal"
1650,1529321,croft-family-late-bottled-vintage-port-2017,152516263,Croft Late Bottled Vintage Port 2017,Croft,2017,Portugal,Porto,Late Bottled Vintage Port,,0.0,6,3.9,1360,19.0,,ppc,"Touriga Nacional, Touriga Franca, Tinta Roriz",,5.0,Very full-bodied,24.0,Late Bottled Vintage Port,Bottle (0.75l),2.9324946,4.463833,4.763421,,,"Sweet desserts, Mature and hard cheese, Blue cheese","oak, black_fruit, dried_fruit, red_fruit, non_oak, earth, spices, microbio, citrus_fruit, vegetal, floral"
1651,1201765,romaneira-syrah-2016,141222334,Quinta da Romaneira Syrah 2016,Quinta da Romaneira,2016,Portugal,Duriense,Northern Portugal Red,"While Port may still be king, Northern Portugal has started making world-class red wines in the regions of Douro, Dao and Bairrada.

Some of the wines are light and elegant like Burgundy's Pinot Noir. On the other hand, there are also some bold, powerful wines similar to the muscular Barolos or Bordeauxs.

Northern Portugal consists of 3 main wine regions: Douro, Dao and Bairrada. While they had underperformed for decades, they are now producing some of the most exciting wines in the world.

The Douro is definitely the highlight of Northern Portugal. This area with its steeply terraced vineyards is perfect for making quality wines. Here is where you'll find the complex cult wines that are making the region famous.

Dao is known for making fruit-filled elegant wines more similar to France's Burgundy. The cold winters and mild summers make this the perfect spot for making delicate, lovely wine.

The wines of Bairrada are almost exclusively made from the Baga grape, which is normally harsh and tough.",4.3,223,4.1,2346,22.35,,ppc,"Touriga Nacional, Touriga Francesa","['In Portugal, a grape variety is called a “casta.”', 'The Douro is named after the Douro River that runs through the region.', 'The Douro region was officially outlined in 1756 which makes it one of the oldest official winegrowing regions in the world.', 'There are over 100 different grape varieties used to make Douro wines.', 'Almost all of the wine in Bairrada is made in one of six cooperatives where most growers send their fruit to be processed.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.0586388,1.9197723,4.411694,3.616136,,"Beef, Lamb, Game (deer, venison), Poultry","black_fruit, oak, spices, earth, non_oak, red_fruit, floral, vegetal, microbio, dried_fruit, tree_fruit"
1652,2671557,quinta-da-lixa-reserva-alvarinho-2022,172925923,Quinta da Lixa Reserva Alvarinho 2022,Quinta da Lixa,2022,Portugal,Minho,Northern Portugal White,"Arguably the most famous white wine from Northern Portugal is Vinho Verde (“Green Wine”) from the Minho region in the far north of the country. The other dominant region in Northern Portugal is Douro, which is home to some fabulous port wines.

Northern Portugal is big Alvarinho country, and the wonderfully crisp, almost effervescent Vinho Verde is most commonly made from this grape.

Northern Portugal is known for cheap, refreshing white wines in the coastal areas, and beautiful ports and red table wines inland in the higher ground.

White wine from this region tends to showcase a lot of citrus and, given the close proximity to the Atlantic Ocean, a lot of minerality. Vinho Verde is known for often having a light carbonation that tends to be added after the fermentation.

Wines from these regions are cheap and often represent excellent value for money! The wines live for seafood and go excellently with some cod, a fresh fish taco or a shrimp salad.",0.0,0,3.9,233,10.35,,ppc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['The good whites from Northern Portugal are considered among the best value in wine.', 'Some other white grapes from these regions are Arinto, Loureiro, and Trajadura.', 'Portugal is currently the 12th largest wine producing country in the world.']",2.0,Light-bodied,2.0,White,Bottle (0.75l),3.980597,1.1840597,3.084985,,,"Shellfish, Appetizers and snacks, Lean fish, Cured Meat","oak, tree_fruit, spices, microbio, citrus_fruit, earth, vegetal, non_oak"
1653,1594682,adega-regional-de-colares-arenae-malvasia-2018,163121518,Adega Regional de Colares Arenae  Malvasia 2018,Adega Regional de Colares,2018,Portugal,Colares,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",3.9,105,3.9,747,48.68,,ppc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",3.0,Medium-bodied,2.0,White,Bottle (0.75l),2.7807698,1.337364,3.0014617,,,"Pasta, Pork, Shellfish, Lean fish","earth, citrus_fruit, tree_fruit, microbio, oak, vegetal, tropical_fruit, spices, non_oak, floral, black_fruit, red_fruit"
